symbol;longName;state;country;industry;sector;fullTimeEmployees;Open0;High0;Low0;Close0;Adj Close0;Volume0;Open1;High1;Low1;Close1;Adj Close1;Volume1
BWLD;;;;;;;;;;;;;;;;;;
FRGI;Fiesta Restaurant Group, Inc.;TX;United States;Restaurants;Consumer Cyclical;8020.0;15.15999984741211;17.360000610351562;15.0;16.459999084472656;16.459999084472656;452900.0;16.850000381469727;16.850000381469727;15.949999809265137;16.1299991607666;16.1299991607666;159300.0
HL;Hecla Mining Company;ID;United States;Gold;Basic Materials;1591.0;7.230000019073486;8.449999809265137;6.730000019073486;7.300000190734863;7.288514137268066;61942200.0;6.519999980926514;6.53000020980835;5.78000020980835;5.920000076293945;5.910685062408447;26192600.0
PKY;;;;;;;;;;;;;;;;;;
HYI;Western Asset High Yield Defined Opportunity Fund Inc.;NY;United States;Asset Management;Financial Services;;15.100000381469727;15.100000381469727;14.970000267028809;15.039999961853027;14.854827880859375;92800.0;15.140000343322754;15.220000267028809;15.100000381469727;15.149999618530273;14.963473320007324;58100.0
APO;Apollo Global Management, Inc.;NY;United States;Asset Management;Financial Services;1729.0;46.33000183105469;47.91999816894531;46.150001525878906;47.63999938964844;47.08977508544922;1353300.0;47.83000183105469;49.66999816894531;47.66999816894531;48.88999938964844;48.325340270996094;1325600.0
WDC;Western Digital Corporation;CA;United States;Computer Hardware;Technology;63800.0;56.9900016784668;57.959999084472656;56.43000030517578;57.59000015258789;57.59000015258789;4600300.0;58.599998474121094;59.0099983215332;57.4900016784668;57.90999984741211;57.90999984741211;4025000.0
MMT;MFS Multimarket Income Trust;MA;United States;Asset Management;Financial Services;;6.179999828338623;6.210000038146973;6.159999847412109;6.190000057220459;6.066304683685303;171400.0;6.239999771118164;6.239999771118164;6.139999866485596;6.139999866485596;6.017303943634033;164300.0
FNB;F.N.B. Corporation;PA;United States;Banks—Regional;Financial Services;4077.0;9.890000343322754;10.109999656677246;9.789999961853027;10.100000381469727;10.002729415893555;1880000.0;10.239999771118164;10.279999732971191;10.109999656677246;10.220000267028809;10.121573448181152;1469500.0
GSV;Gold Standard Ventures Corp;BC;Canada;Gold;Basic Materials;18.0;0.75;0.8199999928474426;0.6600000262260437;0.7200000286102295;0.7200000286102295;25924300.0;0.6700000166893005;0.6899999976158142;0.6700000166893005;0.6700000166893005;0.6700000166893005;4377800.0
CTHR;Charles & Colvard, Ltd.;NC;United States;Luxury Goods;Consumer Cyclical;48.0;1.8200000524520874;1.8200000524520874;1.6699999570846558;1.7899999618530273;1.7899999618530273;595100.0;1.8300000429153442;2.1500000953674316;1.7799999713897705;2.0999999046325684;2.0999999046325684;5414500.0
JRO;Nuveen Floating Rate Income Opportunity Fund;IL;United States;Asset Management;Financial Services;;9.220000267028809;9.350000381469727;9.220000267028809;9.329999923706055;9.225576400756836;294900.0;9.369999885559082;9.390000343322754;9.319999694824219;9.350000381469727;9.245352745056152;343500.0
PPHM;;;;;;;;;;;;;;;;;;
TAC;TransAlta Corporation;AB;Canada;Utilities—Independent Power Producers;Utilities;1476.0;8.869999885559082;9.0600004196167;8.720000267028809;8.989999771118164;8.944646835327148;313100.0;9.029999732971191;9.079999923706055;8.90999984741211;9.029999732971191;8.984444618225098;173200.0
ROSG;;;;;;;;;;;;;;;;;;
BTI;British American Tobacco p.l.c.;;United Kingdom;Tobacco;Consumer Defensive;;36.63999938964844;36.810001373291016;36.40999984741211;36.65999984741211;35.96851348876953;1780700.0;37.209999084472656;37.38999938964844;36.959999084472656;37.2400016784668;36.537574768066406;2472800.0
STC;Stewart Information Services Corporation;TX;United States;Insurance—Property & Casualty;Financial Services;5800.0;46.38999938964844;47.349998474121094;45.599998474121094;46.91999816894531;46.635372161865234;113800.0;47.61000061035156;47.7400016784668;46.65999984741211;46.81999969482422;46.535980224609375;148600.0
EVC;Entravision Communications Corporation;CA;United States;Broadcasting;Communication Services;;3.2100000381469727;3.3499999046325684;3.130000114440918;3.309999942779541;3.2896182537078857;231500.0;3.380000114440918;3.380000114440918;3.1500000953674316;3.1700000762939453;3.150480270385742;281500.0
TLND;Talend S.A.;;France;Software—Infrastructure;Technology;1397.0;44.310001373291016;45.18000030517578;43.810001373291016;44.45000076293945;44.45000076293945;250300.0;45.25;49.50400161743164;44.9900016784668;49.22999954223633;49.22999954223633;799300.0
CBAY;CymaBay Therapeutics, Inc.;CA;United States;Biotechnology;Healthcare;41.0;5.429999828338623;5.670000076293945;5.28000020980835;5.650000095367432;5.650000095367432;1215100.0;5.699999809265137;5.71999979019165;5.460000038146973;5.579999923706055;5.579999923706055;784900.0
PSL;Invesco DWA Consumer Staples Momentum ETF;;;;;;87.54000091552734;87.91999816894531;86.83999633789062;87.7699966430664;87.65167236328125;39200.0;87.94000244140625;89.05000305175781;87.94000244140625;88.91000366210938;88.7901382446289;3700.0
XNET;Xunlei Limited;;China;Advertising Agencies;Communication Services;;4.730000019073486;4.949999809265137;4.630000114440918;4.889999866485596;4.889999866485596;1800500.0;4.940000057220459;4.960000038146973;4.710000038146973;4.849999904632568;4.849999904632568;1169200.0
NXEOW;Nexeo Solutions, Inc.;TX;United States;;;2760.0;;;;;;;;;;;;
FFTG;FormulaFolios Tactical Growth ETF;;;;;;28.65999984741211;28.799999237060547;28.65999984741211;28.773000717163086;28.773000717163086;5900.0;28.701000213623047;28.8799991607666;28.701000213623047;28.83799934387207;28.83799934387207;12400.0
SNOA;Sonoma Pharmaceuticals, Inc.;GA;United States;Drug Manufacturers—Specialty & Generic;Healthcare;19.0;8.1899995803833;8.5;8.1899995803833;8.220000267028809;8.220000267028809;27900.0;8.199999809265137;8.5;8.199999809265137;8.479999542236328;8.479999542236328;47100.0
ICHR;Ichor Holdings, Ltd.;CA;United States;Semiconductor Equipment & Materials;Technology;1600.0;36.66999816894531;38.880001068115234;36.433998107910156;38.41999816894531;38.41999816894531;212700.0;39.0099983215332;40.34000015258789;38.400001525878906;40.18000030517578;40.18000030517578;400600.0
EMX;EMX Royalty Corporation;BC;Canada;Other Industrial Metals & Mining;Basic Materials;40.0;3.569999933242798;3.619999885559082;3.450000047683716;3.549999952316284;3.549999952316284;480500.0;3.5399999618530273;3.559999942779541;3.3299999237060547;3.369999885559082;3.369999885559082;329500.0
IKNX;IKONICS Corporation;MN;United States;Specialty Chemicals;Basic Materials;58.0;10.050000190734863;10.3100004196167;9.649999618530273;9.989999771118164;9.989999771118164;21900.0;10.199999809265137;10.199999809265137;9.770000457763672;10.050000190734863;10.050000190734863;9600.0
GPL;Great Panther Mining Limited;BC;Canada;Other Industrial Metals & Mining;Basic Materials;;0.9900000095367432;0.9900000095367432;0.8999999761581421;0.9599999785423279;0.9599999785423279;21311100.0;0.8700000047683716;0.8999999761581421;0.8100000023841858;0.8399999737739563;0.8399999737739563;5720000.0
STN;Stantec Inc.;AB;Canada;Engineering & Construction;Industrials;22000.0;35.72999954223633;36.599998474121094;35.52000045776367;36.529998779296875;36.41737365722656;123300.0;36.70000076293945;39.02000045776367;36.70000076293945;38.970001220703125;38.849853515625;172300.0
RXN;Rexnord Corporation;WI;United States;Specialty Industrial Machinery;Industrials;6600.0;38.2599983215332;39.060001373291016;37.290000915527344;38.88999938964844;38.81568908691406;807800.0;39.5099983215332;40.86000061035156;39.209999084472656;40.029998779296875;39.95351028442383;719100.0
XINA;SPDR MSCI China A Shares IMI ETF;;;;;;;;;;;;;;;;;
ACH;Aluminum Corporation of China Limited;;China;Aluminum;Basic Materials;63007.0;7.820000171661377;7.949999809265137;7.769999980926514;7.949999809265137;7.949999809265137;81200.0;8.220000267028809;8.25;8.15999984741211;8.170000076293945;8.170000076293945;113900.0
ARKG;ARK Genomic Revolution ETF;;;;;;104.0999984741211;104.9000015258789;102.1500015258789;104.7300033569336;104.7300033569336;4522300.0;107.05999755859375;108.98999786376953;106.66500091552734;107.9800033569336;107.9800033569336;5500700.0
LSXMA;The Liberty SiriusXM Group;CO;United States;Broadcasting;Communication Services;;41.0099983215332;41.40999984741211;40.42499923706055;41.189998626708984;41.189998626708984;539400.0;41.77000045776367;44.34000015258789;41.722999572753906;43.68000030517578;43.68000030517578;1448900.0
NK;NantKwest, Inc.;;;;;;19.209999084472656;20.309999465942383;18.881999969482422;20.18000030517578;20.18000030517578;778200.0;20.309999465942383;21.0;19.83099937438965;20.889999389648438;20.889999389648438;1076200.0
CRC;California Resources Corporation;CA;United States;Oil & Gas E&P;Energy;1000.0;23.31999969482422;23.989999771118164;22.25;22.579999923706055;22.579999923706055;221700.0;23.06999969482422;23.34000015258789;22.329999923706055;22.3700008392334;22.3700008392334;146100.0
ICOW;Pacer Developed Markets International Cash Cows 100 ETF;;;;;;28.959999084472656;29.295000076293945;28.959999084472656;29.295000076293945;29.275249481201172;2400.0;29.3700008392334;29.417999267578125;29.280000686645508;29.417999267578125;29.39816665649414;4700.0
STOT;SPDR DoubleLine Short Duration Total Return Tactical ETF;;;;;;50.0;50.02000045776367;49.97999954223633;49.994998931884766;49.87543869018555;9600.0;50.040000915527344;50.040000915527344;49.9900016784668;50.0;49.88042449951172;6700.0
RCM;R1 RCM Inc.;IL;United States;Health Information Services;Healthcare;19000.0;25.549999237060547;26.5;25.15999984741211;26.389999389648438;26.389999389648438;737800.0;26.899999618530273;27.510000228881836;26.739999771118164;27.440000534057617;27.440000534057617;1190900.0
KOPN;Kopin Corporation;MA;United States;Electronic Components;Technology;160.0;5.349999904632568;5.429999828338623;4.880000114440918;5.199999809265137;5.199999809265137;2794800.0;5.650000095367432;7.079999923706055;5.510000228881836;6.760000228881836;6.760000228881836;14827600.0
MHNC;Maiden Holdings North America, Ltd.;;;;;;22.610000610351562;22.979999542236328;22.549999237060547;22.729999542236328;22.26937484741211;5100.0;22.889999389648438;23.0;22.850000381469727;22.979999542236328;22.51430892944336;27900.0
DEO;Diageo plc;;United Kingdom;Beverages—Wineries & Distilleries;Consumer Defensive;27788.0;161.07000732421875;161.3300018310547;159.72000122070312;160.67999267578125;159.20529174804688;367900.0;164.91000366210938;166.3699951171875;164.6199951171875;165.63999938964844;164.11978149414062;553400.0
JMP;JMP Group LLC;CA;United States;Capital Markets;Financial Services;180.0;4.170000076293945;4.340000152587891;4.170000076293945;4.289999961853027;4.289999961853027;16500.0;4.25;4.289999961853027;4.199999809265137;4.28000020980835;4.28000020980835;7900.0
DRIOW;;;;;;;;;;;;;;;;;;
LRGE;ClearBridge Large Cap Growth ESG ETF;;;;;;49.619998931884766;50.099998474121094;49.45600128173828;50.01499938964844;50.01499938964844;3200.0;50.65999984741211;51.099998474121094;50.65999984741211;51.099998474121094;51.099998474121094;4100.0
SLAB;Silicon Laboratories Inc.;TX;United States;Semiconductors;Technology;1838.0;132.3000030517578;137.94000244140625;132.3000030517578;137.35000610351562;137.35000610351562;226900.0;139.05999755859375;140.0;136.99000549316406;138.77000427246094;138.77000427246094;492100.0
PTR;PetroChina Company Limited;;China;Oil & Gas Integrated;Energy;432003.0;30.829999923706055;30.829999923706055;30.299999237060547;30.489999771118164;30.489999771118164;153700.0;30.6200008392334;30.860000610351562;30.56999969482422;30.610000610351562;30.610000610351562;83400.0
RGEN;Repligen Corporation;MA;United States;Medical Instruments & Supplies;Healthcare;1128.0;201.5;207.6999969482422;201.3699951171875;206.41000366210938;206.41000366210938;352500.0;209.89999389648438;217.41000366210938;209.57000732421875;215.4199981689453;215.4199981689453;391400.0
TRV;The Travelers Companies, Inc.;NY;United States;Insurance—Property & Casualty;Financial Services;29988.0;137.0800018310547;138.5;135.88999938964844;138.2100067138672;137.4557342529297;1232200.0;139.16000366210938;140.69000244140625;138.25;139.8300018310547;139.06687927246094;1403700.0
TRI;Thomson Reuters Corporation;ON;Canada;Consulting Services;Industrials;24000.0;82.86000061035156;84.1500015258789;82.3499984741211;83.5;83.11347198486328;448900.0;84.05000305175781;85.20999908447266;83.87999725341797;84.7300033569336;84.33778381347656;488600.0
MCY;Mercury General Corporation;CA;United States;Insurance—Property & Casualty;Financial Services;4300.0;53.66999816894531;53.7400016784668;52.310001373291016;52.790000915527344;52.250160217285156;389200.0;53.279998779296875;53.40999984741211;52.54999923706055;53.209999084472656;52.665863037109375;172000.0
JKS;JinkoSolar Holding Co., Ltd.;;China;Solar;Technology;15195.0;63.93000030517578;64.11000061035156;60.619998931884766;63.689998626708984;63.689998626708984;2665300.0;65.0;65.75;63.0;65.13999938964844;65.13999938964844;1614000.0
MICT;MICT, Inc.;NJ;United States;Computer Hardware;Technology;;2.200000047683716;2.200000047683716;2.049999952316284;2.130000114440918;2.130000114440918;562100.0;2.109999895095825;2.1459999084472656;2.0299999713897705;2.0799999237060547;2.0799999237060547;506500.0
CVA;Covanta Holding Corporation;NJ;United States;Waste Management;Industrials;4000.0;14.300000190734863;14.960000038146973;14.289999961853027;14.899999618530273;14.811702728271484;980900.0;14.989999771118164;15.010000228881836;14.619999885559082;14.619999885559082;14.53336238861084;685000.0
NGVT;Ingevity Corporation;SC;United States;Specialty Chemicals;Basic Materials;1750.0;66.5;69.2300033569336;66.16000366210938;68.91000366210938;68.91000366210938;381100.0;69.88999938964844;70.55999755859375;68.83000183105469;69.83999633789062;69.83999633789062;269900.0
NUBD;Nuveen ESG U.S. Aggregate Bond ETF;;;;;;26.649999618530273;26.649999618530273;26.600000381469727;26.6299991607666;26.542953491210938;151100.0;26.586000442504883;26.6200008392334;26.583999633789062;26.590999603271484;26.50408172607422;33100.0
VSTO;Vista Outdoor Inc.;MN;United States;Leisure;Consumer Cyclical;4400.0;29.530000686645508;31.170000076293945;29.270000457763672;31.010000228881836;31.010000228881836;1404800.0;31.329999923706055;31.399999618530273;30.270000457763672;31.06999969482422;31.06999969482422;1106700.0
ADNT;Adient plc;;Ireland;Auto Parts;Consumer Cyclical;77000.0;32.7400016784668;33.939998626708984;31.940000534057617;33.790000915527344;33.790000915527344;938000.0;34.38999938964844;35.31999969482422;33.91999816894531;34.650001525878906;34.650001525878906;830700.0
VTA;Invesco Dynamic Credit Opportunities Fund;GA;United States;Asset Management;Financial Services;;10.989999771118164;11.079999923706055;10.989999771118164;11.020000457763672;10.871977806091309;304700.0;11.069999694824219;11.09000015258789;10.989999771118164;11.0;10.852245330810547;253600.0
ARCW;ARC Group Worldwide, Inc.;FL;United States;Metal Fabrication;Industrials;;0.6499999761581421;0.6499999761581421;0.6200000047683716;0.6200000047683716;0.6200000047683716;6600.0;0.6399999856948853;0.6499999761581421;0.6399999856948853;0.6499999761581421;0.6499999761581421;14800.0
MTL;Mechel PAO;;Russia;Steel;Basic Materials;;1.840000033378601;1.840000033378601;1.7799999713897705;1.809999942779541;1.809999942779541;189100.0;1.899999976158142;1.909999966621399;1.8200000524520874;1.850000023841858;1.850000023841858;194600.0
DPS;Dr Pepper Snapple Group, Inc.;;;;;;;;;;;;;;;;;
RIVR;;;;;;;;;;;;;;;;;;
DSM;BNY Mellon Strategic Municipal Bond Fund, Inc.;NY;United States;Asset Management;Financial Services;;7.889999866485596;7.889999866485596;7.800000190734863;7.829999923706055;7.77104377746582;105900.0;7.820000171661377;7.900000095367432;7.809999942779541;7.889999866485596;7.830592155456543;109400.0
BBSI;Barrett Business Services, Inc.;WA;United States;Staffing & Employment Services;Industrials;115075.0;63.650001525878906;65.31999969482422;63.04999923706055;64.55000305175781;64.27410888671875;28400.0;64.80999755859375;66.0199966430664;64.58000183105469;65.51000213623047;65.2300033569336;29000.0
TROX;Tronox Holdings plc;CT;United States;Chemicals;Basic Materials;6500.0;15.710000038146973;16.950000762939453;15.5;16.860000610351562;16.784181594848633;1122000.0;17.65999984741211;17.65999984741211;16.6200008392334;17.270000457763672;17.192338943481445;1204400.0
ADMA;ADMA Biologics, Inc.;NJ;United States;Biotechnology;Healthcare;406.0;2.3499999046325684;2.4800000190734863;2.2799999713897705;2.450000047683716;2.450000047683716;5049000.0;2.4600000381469727;2.490000009536743;2.369999885559082;2.440000057220459;2.440000057220459;3359400.0
PAC;Grupo Aeroportuario del Pacífico, S.A.B. de C.V.;JA;Mexico;Airports & Air Services;Industrials;;101.08000183105469;103.7699966430664;99.83999633789062;103.2699966430664;103.2699966430664;34200.0;104.70999908447266;106.75;103.37999725341797;105.11000061035156;105.11000061035156;57100.0
MUH;BlackRock MuniHoldings Fund II, Inc.;;;;;;15.100000381469727;15.1899995803833;15.069999694824219;15.100000381469727;14.926782608032227;32000.0;15.100000381469727;15.260000228881836;15.069999694824219;15.229999542236328;15.055289268493652;49900.0
TPL;Texas Pacific Land Corporation;TX;United States;Oil & Gas E&P;Energy;102.0;836.0;849.6900024414062;823.7899780273438;834.0;832.048095703125;23600.0;848.0;864.1099853515625;846.8599853515625;857.9400024414062;855.93212890625;20400.0
VLGEA;Village Super Market, Inc.;NJ;United States;Grocery Stores;Consumer Defensive;2178.0;21.690000534057617;21.690000534057617;21.0;21.229999542236328;21.02021598815918;57600.0;21.25;21.270000457763672;21.010000228881836;21.18000030517578;20.97071075439453;45700.0
COP;ConocoPhillips;TX;United States;Oil & Gas E&P;Energy;9700.0;40.43000030517578;40.97999954223633;39.70000076293945;40.709999084472656;40.339515686035156;9229400.0;41.54999923706055;42.29999923706055;40.900001525878906;40.970001220703125;40.59715270996094;8834000.0
EBIX;Ebix, Inc.;GA;United States;Software—Application;Technology;7975.0;54.0099983215332;55.59000015258789;52.66999816894531;53.54999923706055;53.38526153564453;556600.0;52.93000030517578;54.31999969482422;41.150001525878906;41.88999938964844;41.761131286621094;1121100.0
PBR;Petróleo Brasileiro S.A. - Petrobras;RJ;Brazil;Oil & Gas Integrated;Energy;49050.0;10.180000305175781;10.420000076293945;10.050000190734863;10.279999732971191;10.279999732971191;23136200.0;11.0;11.149999618530273;10.699999809265137;10.829999923706055;10.829999923706055;32416100.0
ABX;Barrick Gold Corporation;;;;;;;;;;;;;;;;;
EMMS;Emmis Communications Corporation;IN;United States;Broadcasting;Communication Services;234.0;2.0399999618530273;2.059999942779541;2.0399999618530273;2.059999942779541;2.059999942779541;600.0;2.0;2.0799999237060547;2.0;2.0399999618530273;2.0399999618530273;2300.0
TEUM;Pareteum Corporation;NY;United States;Telecom Services;Communication Services;218.0;0.5299999713897705;0.5899999737739563;0.5099999904632568;0.550000011920929;0.550000011920929;492400.0;0.5400000214576721;0.5400000214576721;0.5199999809265137;0.5299999713897705;0.5299999713897705;426700.0
CPLA;Capella Education Company;;;;;;;;;;;;;;;;;
MYD;BlackRock MuniYield Fund, Inc.;DE;United States;Asset Management;Financial Services;;14.399999618530273;14.430000305175781;14.3100004196167;14.359999656677246;14.250633239746094;145900.0;14.359999656677246;14.4399995803833;14.329999923706055;14.390000343322754;14.28040599822998;84600.0
DHIL;Diamond Hill Investment Group, Inc.;OH;United States;Asset Management;Financial Services;126.0;148.24000549316406;152.0;147.8800048828125;149.0800018310547;148.1855926513672;13300.0;150.0;151.30999755859375;147.75999450683594;149.14999389648438;148.2551727294922;6900.0
MVIS;MicroVision, Inc.;WA;United States;Scientific & Technical Instruments;Technology;52.0;7.309999942779541;7.579999923706055;6.849999904632568;7.369999885559082;7.369999885559082;10596300.0;7.440000057220459;8.130000114440918;7.099999904632568;7.630000114440918;7.630000114440918;13461000.0
MSEX;Middlesex Water Company;NJ;United States;Utilities—Regulated Water;Utilities;348.0;79.5999984741211;80.91999816894531;78.91999816894531;79.87000274658203;79.60624694824219;72500.0;80.62000274658203;81.61000061035156;79.69000244140625;80.94999694824219;80.68267822265625;84200.0
SAFT;Safety Insurance Group, Inc.;MA;United States;Insurance—Property & Casualty;Financial Services;586.0;73.55000305175781;74.19999694824219;72.95999908447266;73.19999694824219;72.39912414550781;51300.0;73.9800033569336;75.1500015258789;73.47000122070312;74.0199966430664;73.21015167236328;44300.0
OCSL;Oaktree Specialty Lending Corporation;CA;United States;Credit Services;Financial Services;;5.699999809265137;5.78000020980835;5.519999980926514;5.679999828338623;5.5718092918396;519500.0;5.679999828338623;5.909999847412109;5.630000114440918;5.849999904632568;5.7385711669921875;841000.0
PBFX;PBF Logistics LP;NJ;United States;Oil & Gas Midstream;Energy;91.0;10.0;10.140000343322754;9.803000450134277;9.890000343322754;9.663512229919434;238600.0;10.020000457763672;10.119999885559082;9.8100004196167;9.890000343322754;9.663512229919434;184700.0
CBB;Cincinnati Bell Inc.;OH;United States;Telecom Services;Communication Services;4600.0;15.239999771118164;15.260000228881836;15.229999542236328;15.239999771118164;15.239999771118164;954500.0;15.239999771118164;15.300000190734863;15.239999771118164;15.270000457763672;15.270000457763672;251800.0
NYCB;New York Community Bancorp, Inc.;NY;United States;Banks—Regional;Financial Services;2948.0;10.539999961853027;10.579999923706055;10.329999923706055;10.5;10.330323219299316;3226900.0;10.619999885559082;10.670000076293945;10.430000305175781;10.5600004196167;10.38935375213623;3082800.0
ISZE;iShares MSCI Intl Size Factor ETF;;;;;;29.70400047302246;29.70400047302246;29.70400047302246;29.70400047302246;29.70400047302246;3200.0;29.899999618530273;30.007999420166016;29.899999618530273;30.007999420166016;30.007999420166016;100.0
NVS;Novartis AG;;Switzerland;Drug Manufacturers—General;Healthcare;105794.0;90.72000122070312;90.73999786376953;89.48999786376953;89.76000213623047;86.29673767089844;2165000.0;90.47000122070312;90.4800033569336;89.5999984741211;89.62000274658203;86.16213989257812;1872600.0
AES;The AES Corporation;VA;United States;Utilities—Diversified;Utilities;8162.0;24.65999984741211;25.15999984741211;24.290000915527344;24.809999465942383;24.809999465942383;10704400.0;25.110000610351562;26.18000030517578;24.940000534057617;25.75;25.75;11209600.0
MTEX;Mannatech, Incorporated;TX;United States;Household & Personal Products;Consumer Defensive;225.0;18.700000762939453;18.700000762939453;18.700000762939453;18.700000762939453;18.535696029663086;500.0;18.5;18.969999313354492;18.5;18.760000228881836;18.59516716003418;1600.0
DSS;Document Security Systems, Inc.;NY;United States;Specialty Business Services;Industrials;93.0;4.070000171661377;4.150000095367432;4.010000228881836;4.099999904632568;4.099999904632568;956600.0;4.119999885559082;4.179999828338623;4.039999961853027;4.130000114440918;4.130000114440918;1215700.0
WEA;Western Asset Premier Bond Fund;CA;United States;Asset Management;Financial Services;;14.229999542236328;14.229999542236328;14.109999656677246;14.180000305175781;14.047771453857422;15100.0;14.199999809265137;14.369999885559082;14.199999809265137;14.300000190734863;14.166651725769043;22600.0
GMED;Globus Medical, Inc.;PA;United States;Medical Devices;Healthcare;2200.0;62.0099983215332;62.84000015258789;61.150001525878906;61.529998779296875;61.529998779296875;477800.0;62.369998931884766;63.38999938964844;62.36000061035156;62.68000030517578;62.68000030517578;294300.0
CDK;CDK Global, Inc.;IL;United States;Software—Application;Technology;9000.0;50.349998474121094;51.939998626708984;50.04999923706055;51.66999816894531;51.51345443725586;606100.0;51.5;52.619998931884766;51.18000030517578;52.119998931884766;51.96208953857422;478000.0
PPSI;Pioneer Power Solutions, Inc.;NJ;United States;Electrical Equipment & Parts;Industrials;94.0;7.070000171661377;8.25;6.650000095367432;8.140000343322754;8.140000343322754;894000.0;8.149999618530273;8.239999771118164;7.559999942779541;7.579999923706055;7.579999923706055;633500.0
TPVG;TriplePoint Venture Growth BDC Corp.;CA;United States;Asset Management;Financial Services;;13.449999809265137;13.829999923706055;13.449999809265137;13.6899995803833;13.364262580871582;125100.0;13.789999961853027;14.109999656677246;13.770000457763672;14.029999732971191;13.696172714233398;172900.0
PLM;PolyMet Mining Corp.;MN;United States;Other Industrial Metals & Mining;Basic Materials;;3.9000000953674316;4.460000038146973;3.759999990463257;4.039999961853027;4.039999961853027;6952100.0;4.039999961853027;4.039999961853027;3.799999952316284;3.819999933242798;3.819999933242798;770600.0
TDJ;Telephone and Data Systems, Inc. PFD;;;;;;25.440000534057617;25.579999923706055;25.440000534057617;25.459999084472656;25.024904251098633;6500.0;25.56999969482422;25.56999969482422;25.5;25.5;25.064220428466797;6500.0
MARK;Remark Holdings, Inc.;NV;United States;Internet Content & Information;Communication Services;77.0;3.180000066757202;3.2100000381469727;3.0;3.140000104904175;3.140000104904175;3076100.0;3.190000057220459;3.319999933242798;3.0799999237060547;3.2200000286102295;3.2200000286102295;4067800.0
ELON;Echelon Corporation;;;;;;;;;;;;;;;;;
PROV;Provident Financial Holdings, Inc.;CA;United States;Banks—Regional;Financial Services;166.0;15.920000076293945;16.290000915527344;15.34000015258789;15.479999542236328;15.342399597167969;18400.0;15.430000305175781;15.880000114440918;15.430000305175781;15.430000305175781;15.292844772338867;13000.0
CBI;;;;;;;;;;;;;;;;;;
SNSS;Sunesis Pharmaceuticals, Inc.;;;;;;8.960009574890137;9.66001033782959;8.715009689331055;9.450010299682617;9.450010299682617;267254.0;9.625009536743164;10.5;9.467510223388672;10.220000267028809;10.220000267028809;215445.0
NSS;NuStar Logistics, L.P. SB NT FX/FL 43;;;;;;22.18000030517578;22.75;22.18000030517578;22.450000762939453;22.05048179626465;35500.0;22.6200008392334;23.010000228881836;22.56999969482422;22.760000228881836;22.354965209960938;27800.0
ADXS;Advaxis, Inc.;NJ;United States;Biotechnology;Healthcare;17.0;0.7369999885559082;0.7400000095367432;0.6890000104904175;0.703000009059906;0.703000009059906;7818200.0;0.7329999804496765;0.7390000224113464;0.6899999976158142;0.7210000157356262;0.7210000157356262;8191900.0
MAA;Mid-America Apartment Communities, Inc.;TN;United States;REIT—Residential;Real Estate;2530.0;132.99000549316406;135.1300048828125;130.72000122070312;134.97999572753906;133.92971801757812;707500.0;135.7899932861328;136.42999267578125;133.8699951171875;135.5800018310547;134.52505493164062;650800.0
ARL;American Realty Investors, Inc.;TX;United States;Real Estate—Development;Real Estate;;8.75;9.149999618530273;8.75;8.8100004196167;8.8100004196167;4500.0;8.960000038146973;9.119999885559082;8.9399995803833;8.949999809265137;8.949999809265137;4600.0
CXRX;;;;;;;;;;;;;;;;;;
RICE;Rice Acquisition Corp.;PA;United States;Shell Companies;Financial Services;;11.359999656677246;11.77299976348877;11.319999694824219;11.510000228881836;11.510000228881836;132500.0;11.4399995803833;12.0;11.4399995803833;11.760000228881836;11.760000228881836;385000.0
EQR;Equity Residential;IL;United States;REIT—Residential;Real Estate;2600.0;61.86000061035156;62.16999816894531;60.369998931884766;62.16999816894531;61.65011978149414;2432400.0;62.27000045776367;62.709999084472656;61.59000015258789;61.880001068115234;61.362545013427734;1897100.0
FTXR;First Trust Nasdaq Transportation ETF;;;;;;28.8700008392334;29.170000076293945;28.549999237060547;29.1299991607666;29.1299991607666;450300.0;29.510000228881836;29.729999542236328;29.420000076293945;29.610000610351562;29.610000610351562;324600.0
FBR;Fibria Celulose S.A.;;;;;;;;;;;;;;;;;
ATHN;athenahealth, Inc.;;;;;;;;;;;;;;;;;
OXLCO;Oxford Lane Capital Corp.;CT;United States;Asset Management;Financial Services;;25.299999237060547;25.34000015258789;25.15999984741211;25.25;24.93975830078125;8800.0;25.25;25.25;25.239999771118164;25.25;24.93975830078125;6900.0
MLPQ;UBS ETRACS 2xMonthly Leveraged Alerian MLP Infrastructure Index ETN SeriesB;;;;;;;;;;;;;;;;;
MMAC;MMA Capital Holdings, Inc.;MD;United States;Mortgage Finance;Financial Services;;23.799999237060547;24.280000686645508;23.440000534057617;23.81999969482422;23.81999969482422;13100.0;24.170000076293945;24.299999237060547;23.520000457763672;23.959999084472656;23.959999084472656;11700.0
GLPI;Gaming and Leisure Properties, Inc.;PA;United States;REIT—Specialty;Real Estate;560.0;41.33000183105469;41.959999084472656;40.939998626708984;41.849998474121094;41.2197265625;944200.0;42.119998931884766;43.09000015258789;41.72999954223633;42.90999984741211;42.263763427734375;821700.0
NHLDW;National Holdings Corporation;;;;;;;;;;;;;;;;;
CEVA;CEVA, Inc.;MD;United States;Semiconductors;Technology;404.0;59.599998474121094;60.900001525878906;57.75;60.40999984741211;60.40999984741211;350100.0;61.0;61.97999954223633;60.15999984741211;61.52000045776367;61.52000045776367;189800.0
